00:00:00.000000 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 1, length 64
00:00:00.000240 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 2, length 64
00:00:00.003305 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 3, length 64
00:00:00.003977 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 4, length 64
00:00:00.004655 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 5, length 64
00:00:00.006475 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 6, length 64
00:00:00.008306 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 7, length 64
00:00:00.018095 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 8, length 64
00:00:00.028431 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 9, length 64
00:00:00.044529 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 10, length 64
00:00:00.057730 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 11, length 64
00:00:00.067740 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 12, length 64
00:00:00.081708 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 13, length 64
00:00:00.092495 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 14, length 64
00:00:00.106652 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 15, length 64
00:00:00.116648 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 16, length 64
00:00:00.129954 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 17, length 64
00:00:00.140402 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 18, length 64
00:00:00.152598 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 19, length 64
00:00:00.165322 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 20, length 64
00:00:00.176102 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 21, length 64
00:00:00.188763 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 22, length 64
00:00:00.199523 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 23, length 64
00:00:00.214218 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 24, length 64
00:00:00.224214 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 25, length 64
00:00:00.237193 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 26, length 64
00:00:00.247912 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 27, length 64
00:00:00.263130 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 17397, seq 28, length 64
