00:00:00.000000 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 4, length 64
00:00:00.016114 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 5, length 64
00:00:00.032354 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 6, length 64
00:00:00.044177 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 7, length 64
00:00:00.056724 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 8, length 64
00:00:00.068914 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 9, length 64
00:00:00.084539 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 10, length 64
00:00:00.095784 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 11, length 64
00:00:00.108008 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 12, length 64
00:00:00.121190 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 13, length 64
00:00:00.131965 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 14, length 64
00:00:00.144195 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 15, length 64
00:00:00.156444 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 16, length 64
00:00:00.169143 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 17, length 64
00:00:00.179872 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 18, length 64
00:00:00.192083 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 19, length 64
00:00:00.204302 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 20, length 64
00:00:00.217490 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 21, length 64
00:00:00.228272 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 22, length 64
00:00:00.240019 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 23, length 64
00:00:00.253190 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 24, length 64
00:00:00.263968 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 25, length 64
00:00:00.280131 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 26, length 64
00:00:00.291867 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 27, length 64
00:00:00.305628 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 28, length 64
00:00:00.318776 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 29, length 64
00:00:00.332924 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 12221, seq 30, length 64
