00:00:00.000000 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 5, length 64
00:00:00.012238 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 6, length 64
00:00:00.023931 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 7, length 64
00:00:00.037156 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 8, length 64
00:00:00.047882 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 9, length 64
00:00:00.059635 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 10, length 64
00:00:00.071550 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 11, length 64
00:00:00.084087 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 12, length 64
00:00:00.098011 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 13, length 64
00:00:00.107992 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 14, length 64
00:00:00.119757 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 15, length 64
00:00:00.131560 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 16, length 64
00:00:00.143719 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 17, length 64
00:00:00.158866 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 18, length 64
00:00:00.168860 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 19, length 64
00:00:00.180864 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 20, length 64
00:00:00.191614 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 21, length 64
00:00:00.203817 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 22, length 64
00:00:00.215559 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 23, length 64
00:00:00.228257 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 24, length 64
00:00:00.239983 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 25, length 64
00:00:00.251742 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 26, length 64
00:00:00.265946 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 27, length 64
00:00:00.275936 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 28, length 64
00:00:00.288920 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4393, seq 29, length 64
