00:00:00.000000 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 6, length 64
00:00:00.013203 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 7, length 64
00:00:00.023937 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 8, length 64
00:00:00.036171 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 9, length 64
00:00:00.048349 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 10, length 64
00:00:00.060085 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 11, length 64
00:00:00.072300 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 12, length 64
00:00:00.084037 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 13, length 64
00:00:00.095920 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 14, length 64
00:00:00.108469 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 15, length 64
00:00:00.120217 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 16, length 64
00:00:00.131967 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 17, length 64
00:00:00.144684 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 18, length 64
00:00:00.156443 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 19, length 64
00:00:00.169076 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 20, length 64
00:00:00.180332 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 21, length 64
00:00:00.192071 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 22, length 64
00:00:00.203895 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 23, length 64
00:00:00.216679 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 24, length 64
00:00:00.227912 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 25, length 64
00:00:00.239969 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 26, length 64
00:00:00.252226 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 27, length 64
00:00:00.265409 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 28, length 64
00:00:00.276133 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 29, length 64
00:00:00.288403 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 30, length 64
00:00:00.300059 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 31, length 64
00:00:00.312324 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 32, length 64
00:00:00.324046 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 33, length 64
00:00:00.338259 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 34, length 64
00:00:00.349096 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 35, length 64
00:00:00.363271 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 36, length 64
00:00:00.373251 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 37, length 64
00:00:00.384173 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 38, length 64
00:00:00.395918 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 39, length 64
00:00:00.408663 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 40, length 64
00:00:00.420359 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 41, length 64
00:00:00.432236 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 42, length 64
00:00:00.444326 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 43, length 64
00:00:00.459990 IP 10.0.0.1 > 10.0.0.2: ICMP echo request, id 4728, seq 44, length 64
