c4 8xl loink run


s11-eth1-s12-eth1,2.590920548,0.446666164,0.453688798,31
s11-eth3-s31-eth2,2.497952946,-1,-1,0
s12-eth2-s13-eth1,2.668284476,1.333710258,0.498335136,80
s12-eth4-s31-eth3,2.681873,0.026033349,0.027754091,12
s12-eth5-s31-eth4,2.744486026,0.025131224,0.03198193,100
s13-eth2-s14-eth1,2.71650465,0.025758031,0.032127788,70
s13-eth4-s21-eth1,2.747174004,0.024552955,0.025870045,7
s13-eth5-s21-eth2,2.755644194,-1,-1,0
s13-eth6-s21-eth3,2.679487385,0.025389613,0.026658936,8
s13-eth7-s32-eth3,2.748055283,0.123054461,0.13135875,108
s14-eth3-s21-eth4,2.648355327,-1,-1,0
s14-eth4-s21-eth5,2.676204669,0.025321343,0.026811734,11
s14-eth5-s33-eth2,2.672805309,-1,-1,0
s14-eth6-s33-eth3,2.729692675,0.026080342,0.032265624,82
s14-eth7-s33-eth4,2.672989179,0.026178863,0.036369611,86
s21-eth6-s32-eth4,2.766912572,-1,-1,0
s31-eth1-s32-eth1,2.63815844,-1,-1,0
s31-eth5-s41-eth2,2.747470361,0.025582096,0.031027596,41
s31-eth6-s41-eth3,2.726542185,0.024795441,0.031254718,73
s31-eth7-s51-eth2,2.638380694,0.025714134,0.031883756,60
s31-eth8-s51-eth3,2.711563934,0.025203131,0.030526506,50
s31-eth9-s51-eth4,2.720654537,0.02929358,0.040626348,155
s32-eth2-s33-eth1,2.729883642,0.026672084,0.032257152,43
s32-eth5-s41-eth4,2.739791116,0.026881869,0.034442984,105
s33-eth5-s42-eth2,2.648568608,0.02460904,0.030639586,73
s33-eth6-s42-eth3,2.745785988,0.024992467,0.031614241,114
s41-eth1-s42-eth1,2.759563927,-1,-1,0
s41-eth5-s51-eth5,2.735870059,2.211697393,2.216824398,22
s41-eth6-s51-eth6,2.751932455,-1,-1,0
s41-eth7-s51-eth7,2.651663767,0.028417458,0.03312005,19
s41-eth8-s52-eth3,2.66916361,0.025866676,0.030648071,7
s42-eth4-s53-eth3,2.672687526,0.02686364,0.031912887,35
s42-eth5-s53-eth4,2.738044349,0.02504718,0.030621913,67
s42-eth6-s54-eth2,2.658650796,0.026106171,0.030720789,18
s42-eth7-s54-eth3,2.750460394,0.02634818,0.031733602,41
s42-eth8-s54-eth4,2.745404321,0.025232646,0.031281187,65
s51-eth1-s52-eth1,2.650450801,0.053882964,0.059394813,38
s51-eth8-s61-eth2,2.738061443,0.039535142,0.047385228,118
s51-eth9-s71-eth3,2.726108468,0.025727284,0.035189515,111
s51-eth10-s71-eth4,2.739831787,0.14186645,0.149163197,85
s52-eth2-s53-eth1,2.731746432,-1,-1,0
s52-eth4-s62-eth3,2.675553412,0.215379693,0.222113124,61
s52-eth5-s62-eth4,2.73479587,0.02521679,0.03090768,44
s52-eth6-s62-eth5,2.76003189,0.025414221,0.030348424,18
s53-eth2-s54-eth1,2.734435695,-1,-1,0
s53-eth5-s63-eth3,2.661537383,0.025797659,0.032001854,67
s54-eth5-s64-eth2,2.75724053,0.025947024,0.032766821,60
s54-eth6-s64-eth3,2.667856049,0.025928353,0.03395877,83
s61-eth1-s62-eth1,2.745470736,0.025662926,0.030580644,22
