c3 8xl


s1-eth2-s2-eth2,2.759331576,0.035934204,0.040038917,25
s2-eth3-s3-eth2,2.092939651,0.027853083,0.032603886,33
s3-eth3-s4-eth2,0.923252216,0.027080116,0.031653788,28
s4-eth3-s1-eth3,2.749276862,0.026346186,0.032798987,31
s1-eth2-s2-eth2,1.798112112,0.028783251,0.033199349,31
s2-eth3-s3-eth2,0.623931689,0.026677523,0.03176535,32
s3-eth3-s4-eth2,2.578774636,0.028005766,0.03111749,28
s4-eth3-s1-eth3,2.775851411,0.027860239,0.030715549,29
s1-eth2-s2-eth2,0.554712552,0.026139093,0.028590696,32
s2-eth3-s3-eth2,2.136802033,0.027162561,0.030330262,32
s3-eth3-s4-eth2,0.965070388,0.028410716,0.030863948,32
s4-eth3-s1-eth3,2.792906133,0.027265116,0.029750353,31
s1-eth2-s2-eth2,1.72093582,0.026083707,0.02954312,36
s2-eth3-s3-eth2,0.695514074,0.025751268,0.028297705,31
s3-eth3-s4-eth2,2.495905213,0.02812146,0.030800527,31
s4-eth3-s1-eth3,1.324288289,0.029142322,0.032747505,28
s1-eth2-s2-eth2,0.800204256,0.027283751,0.030227422,24
s2-eth3-s3-eth2,2.096390871,0.026114917,0.029935962,33
s3-eth3-s4-eth2,0.926061768,0.027186114,0.029869907,30
s4-eth3-s1-eth3,2.75461774,0.025989228,0.030308776,29
s1-eth2-s2-eth2,1.683082058,0.025675986,0.02860338,28
s2-eth3-s3-eth2,0.957126091,0.025630328,0.028649277,29
s3-eth3-s4-eth2,2.439029515,0.026042185,0.03017297,29
s4-eth3-s1-eth3,1.266182933,0.027111918,0.029799765,14
s1-eth2-s2-eth2,1.040660471,0.025029477,0.027048206,27
s2-eth3-s3-eth2,2.022887699,0.026993051,0.029369189,26
s3-eth3-s4-eth2,1.097999966,0.027468736,0.029817318,24
s4-eth3-s1-eth3,2.779153602,0.025164312,0.027773882,25
s1-eth2-s2-eth2,1.608068817,0.025151075,0.027815623,23
s2-eth3-s3-eth2,1.180962999,0.025350055,0.0254041,14
s3-eth3-s4-eth2,2.362759099,0.026053445,0.029191248,28
s4-eth3-s1-eth3,1.236710035,0.025136057,0.02519616,14
s1-eth2-s2-eth2,1.264410728,0.024647292,0.02748559,26
s2-eth3-s3-eth2,1.946007194,0.025033814,0.028583664,30
s3-eth3-s4-eth2,1.320373148,0.024903217,0.027875268,31
s4-eth3-s1-eth3,2.708991559,0.024257292,0.027153509,28
s1-eth2-s2-eth2,1.538170972,0.030423367,0.033078654,21
s2-eth3-s3-eth2,1.411852317,0.025482322,0.028256795,30
s3-eth3-s4-eth2,2.297645411,0.025279867,0.028914394,30
s4-eth3-s1-eth3,2.584831662,0.025223441,0.027978237,25
