c4.2xl link agg runs


s11-eth1-s12-eth1,2.470361404,0.030715626,0.041593505,31
s11-eth3-s31-eth2,1.883927706,0.025269607,0.037215522,73
s12-eth2-s13-eth1,1.369034233,0.024550985,0.033196213,55
s12-eth4-s31-eth3,2.212341087,0.024361644,0.036707614,79
s12-eth5-s31-eth4,1.758615919,0.02911855,0.047133585,94
s13-eth2-s14-eth1,0.803462105,2.773786769,2.776961148,33
s13-eth4-s21-eth1,2.106145151,0.025439075,0.028005814,20
s13-eth5-s21-eth2,2.688231873,-1,-1,0
s13-eth6-s21-eth3,1.193804248,0.023871948,0.026130147,17
s13-eth7-s32-eth3,1.077382097,0.026013555,0.040274682,100
s14-eth3-s21-eth4,1.924496544,-1,-1,0
s14-eth4-s21-eth5,2.718539347,-1,-1,0
s14-eth5-s33-eth2,0.50753763,0.025261324,0.028619029,33
s14-eth6-s33-eth3,1.413321756,0.026734984,0.036875247,63
s14-eth7-s33-eth4,2.195976243,0.026363205,0.035137362,68
s21-eth6-s32-eth4,0.501405337,-1,-1,0
s31-eth1-s32-eth1,2.537962603,-1,-1,0
s31-eth5-s41-eth2,2.423676772,0.024615432,0.027625263,26
s31-eth6-s41-eth3,2.471268846,0.025110197,0.029955689,49
s31-eth7-s51-eth2,0.215520615,0.025586388,0.033318056,46
s31-eth8-s51-eth3,1.064154668,0.026380215,0.034575701,83
s31-eth9-s51-eth4,2.728220248,0.026247494,0.035876814,82
s32-eth2-s33-eth1,2.715584168,0.026659183,0.034382355,46
s32-eth5-s41-eth4,1.864104579,0.023873746,0.032089336,42
s33-eth5-s42-eth2,1.346600938,0.026672246,0.034471773,54
s33-eth6-s42-eth3,2.190056446,0.023633079,0.037249271,99
s41-eth1-s42-eth1,0.0,0.028817949,0.041739988,65
s41-eth5-s51-eth5,2.181887486,-1,-1,0
s41-eth6-s51-eth6,2.089144838,-1,-1,0
s41-eth7-s51-eth7,2.47551789,0.025955785,0.030195594,38
s41-eth8-s52-eth3,1.181403963,0.025754951,0.03282711,36
s42-eth4-s53-eth3,1.065200316,0.024777459,0.028072828,21
s42-eth5-s53-eth4,1.922001297,0.025350164,0.029590123,37
s42-eth6-s54-eth2,2.746295244,-1,-1,0
s42-eth7-s54-eth3,0.999383011,0.023375566,0.030122026,23
s42-eth8-s54-eth4,1.402251605,0.023544616,0.032402401,39
s51-eth1-s52-eth1,2.188766328,0.023938148,0.035964321,71
s51-eth8-s61-eth2,1.929545802,0.025371531,0.03260026,58
s51-eth9-s71-eth3,2.53497173,0.024313684,0.036417488,48
s51-eth10-s71-eth4,1.616750041,0.026454616,0.035611306,73
s52-eth2-s53-eth1,2.459690057,-1,-1,0
s52-eth4-s62-eth3,0.207198278,0.024528503,0.030157131,51
s52-eth5-s62-eth4,1.063702185,0.025324247,0.03108297,57
s52-eth6-s62-eth5,2.722435955,0.024966569,0.032350087,57
s53-eth2-s54-eth1,2.742726475,-1,-1,0
s53-eth5-s63-eth3,1.862041343,0.023476599,0.03224045,49
s54-eth5-s64-eth2,1.344526176,0.024337453,0.028639763,40
s54-eth6-s64-eth3,2.18763468,0.02543629,0.036158673,84
s61-eth1-s62-eth1,1.388195196,0.024595912,0.027536395,11
s61-eth3-s72-eth4,0.764397632,0.024829645,0.027597801,19
s61-eth4-s72-eth5,2.614953316,0.024730444,0.028615745,28
s61-eth5-s72-eth6,2.46026722,0.024075946,0.032314499,27
s62-eth2-s63-eth1,1.164410206,0.025453196,0.03167563,64
s62-eth6-s73-eth4,1.051689772,0.025905025,0.03266219,63
s62-eth7-s74-eth3,1.895236052,0.024527549,0.02786595,26
s62-eth8-s74-eth4,2.742461127,0.024203769,0.028025813,25
s63-eth2-s64-eth1,0.491435776,-1,-1,0
s63-eth4-s74-eth5,1.434162444,-1,-1,0
s63-eth5-s74-eth6,2.179140425,0.024379183,0.027495417,21
s63-eth6-s74-eth7,0.482595686,-1,-1,0
s63-eth7-s75-eth4,2.524820119,0.025739438,0.032205696,58
s64-eth4-s76-eth3,1.616702716,0.024869833,0.02931986,36
s64-eth5-s76-eth4,2.458206361,0.026259464,0.03267206,66
s71-eth1-s72-eth1,0.204307159,0.027128152,0.03652241,90
s72-eth2-s73-eth1,1.048542649,0.025623408,0.034360962,61
s73-eth2-s74-eth1,2.747582178,0.023660241,0.027223853,18
s74-eth2-s75-eth1,2.736816036,0.026207777,0.037267649,71
s75-eth2-s76-eth1,1.841011933,0.02604251,0.027443115,9
s11-eth1-s12-eth1,1.326103783,0.023475768,0.02605213,26
s11-eth3-s31-eth2,2.169732172,0.025570715,0.035421324,84
s12-eth2-s13-eth1,2.113018038,0.02544342,0.032905834,59
s12-eth4-s31-eth3,0.763943384,0.030247888,0.038339029,81
s12-eth5-s31-eth4,2.062731257,0.028191489,0.042814675,103
s13-eth2-s14-eth1,2.447077354,0.025467157,0.034290254,73
s13-eth4-s21-eth1,1.15508121,0.023740915,0.026033188,13
s13-eth5-s21-eth2,1.917130352,-1,-1,0
s13-eth6-s21-eth3,1.875082148,0.023710028,0.026414828,17
s13-eth7-s32-eth3,2.720377831,0.023475267,0.037374703,82
s14-eth3-s21-eth4,0.472268236,-1,-1,0
s14-eth4-s21-eth5,1.37253076,-1,-1,0
s14-eth5-s33-eth2,2.152877773,0.024694651,0.027865212,22
s14-eth6-s33-eth3,0.460860142,0.034747426,0.042573835,51
s14-eth7-s33-eth4,2.50218968,0.02556871,0.033024855,62
s21-eth6-s32-eth4,1.584386426,-1,-1,0
s31-eth1-s32-eth1,2.427174068,-1,-1,0
s31-eth5-s41-eth2,0.17188804,0.022595463,0.025775196,24
s31-eth6-s41-eth3,1.014455445,0.024407732,0.029001231,42
s31-eth7-s51-eth2,2.721495535,0.025258863,0.030032966,46
s31-eth8-s51-eth3,2.704887618,0.026082802,0.034131184,83
s31-eth9-s51-eth4,1.816836321,0.023008367,0.032394774,100
s32-eth2-s33-eth1,1.601820946,0.024613115,0.029011285,37
s32-eth5-s41-eth4,2.147696839,0.025525384,0.031953797,56
s33-eth5-s42-eth2,0.0,0.023222262,0.037513079,31
s33-eth6-s42-eth3,2.532438689,0.025633082,0.038014712,73
s41-eth1-s42-eth1,2.041308354,0.029224138,0.040421819,101
s41-eth5-s51-eth5,2.427978967,-1,-1,0
s41-eth6-s51-eth6,1.126253018,-1,-1,0
s41-eth7-s51-eth7,1.007721587,0.025476845,0.031191965,36
s41-eth8-s52-eth3,1.851073109,0.02572996,0.02999905,37
s42-eth4-s53-eth3,2.694153582,0.024401297,0.027611814,22
s42-eth5-s53-eth4,1.339234723,0.023923561,0.027893932,35
s42-eth6-s54-eth2,1.346751919,-1,-1,0
s42-eth7-s54-eth3,2.129623726,0.024001197,0.027852131,22
s42-eth8-s54-eth4,2.272202634,0.024355231,0.028129983,36
s51-eth1-s52-eth1,2.475961256,0.025390904,0.035034702,60
s51-eth8-s61-eth2,1.56080307,0.026403369,0.035503731,78
s51-eth9-s71-eth3,2.403810583,0.024817529,0.031166614,53
s51-eth10-s71-eth4,0.144423423,0.025328074,0.03250608,64
s52-eth2-s53-eth1,0.995138078,-1,-1,0
s52-eth4-s62-eth3,2.696883474,0.024634222,0.029730332,50
s52-eth5-s62-eth4,2.682286823,0.025042235,0.03094023,49
s52-eth6-s62-eth5,1.787233046,0.024258104,0.02979302,56
s53-eth2-s54-eth1,1.268455184,-1,-1,0
s53-eth5-s63-eth3,2.114795356,0.024293683,0.030215995,51
